         0                   0
        10                   0
        20                   0
        30                   0
        40                   0
        50                   0
        60                   0
        70                   0
        80                   0
        90                   0
       100                   0
       110                   0
       120                   0
       130                   0
       140                   0
       150                   0
       160                   0
       170                   0
       180                   0
       190                   0
       200                   0
       210                   0
       220                   0
       230                   0
       240                   0
       250                   0
       260                   0
       270                   0
       280                   0
       290                   0
       300                   0
       310                   0
       320     0.0001613163413
       330     0.0003226326827
       340     0.0003226326827
       350      0.000483949024
       360      0.000483949024
       370      0.000483949024
       380     0.0006452653654
       390     0.0006452653654
       400     0.0006452653654
       410     0.0009678980481
       420     0.0009678980481
       430      0.001129214389
       440      0.001613163413
       450      0.001613163413
       460      0.001935796096
       470      0.002581061462
       480      0.003871592192
       490      0.004032908534
       500       0.00483949024
       510      0.005646071947
       520      0.006291337312
       530      0.007420551702
       540      0.009517664139
       550       0.01145346024
       560       0.01371188901
       570       0.01613163413
       580       0.01984190999
       590       0.02177770608
       600       0.02532666559
       610       0.02984352315
       620       0.03565091144
       630       0.04210356509
       640       0.04774963704
       650       0.05662203581
       660       0.06452653654
       670       0.07485078238
       680       0.08436844652
       690       0.09211163091
       700         0.100661397
       710        0.1085658977
       720        0.1155025004
       730        0.1234070011
       740        0.1317954509
       750        0.1379254719
       760        0.1447007582
       770        0.1500241975
       780        0.1559929021
       790        0.1605097596
       800        0.1642200355
       810        0.1669624133
       820        0.1693821584
       830        0.1708340055
       840        0.1722858526
       850        0.1735763833
       860        0.1740603323
       870        0.1751895467
       880        0.1761574447
       890        0.1766413938
       900        0.1771253428
       910        0.1777706082
       920        0.1780932408
       930        0.1787385062
       940        0.1788998226
       950        0.1792224552
       960        0.1792224552
       970        0.1792224552
       980        0.1792224552
       990        0.1792224552
      1000        0.1792224552
